,algorithm,run_id,age,Count,Selection_rate,Accuracy,TPR,TNR,FPR,FNR
110,Equal. Oppor. EO,3,aged,256,0.66015625,0.72265625,0.7634408602150538,0.6142857142857143,0.38571428571428573,0.23655913978494625
111,Equal. Oppor. EO,3,young,44,0.45454545454545453,0.6363636363636364,0.5833333333333334,0.7,0.3,0.4166666666666667
138,Equal. Oppor. EO,4,aged,257,1.0,0.7120622568093385,1.0,0.0,1.0,0.0
139,Equal. Oppor. EO,4,young,43,1.0,0.627906976744186,1.0,0.0,1.0,0.0
166,Equal. Oppor. EO,5,aged,257,1.0,0.7237354085603113,1.0,0.0,1.0,0.0
167,Equal. Oppor. EO,5,young,43,1.0,0.5581395348837209,1.0,0.0,1.0,0.0
194,Equal. Oppor. EO,6,aged,250,0.66,0.684,0.7415730337078652,0.5416666666666666,0.4583333333333333,0.25842696629213485
195,Equal. Oppor. EO,6,young,50,0.6,0.68,0.71875,0.6111111111111112,0.3888888888888889,0.28125
222,Equal. Oppor. EO,7,aged,255,0.7411764705882353,0.7176470588235294,0.8128342245989305,0.45588235294117646,0.5441176470588235,0.18716577540106952
223,Equal. Oppor. EO,7,young,45,0.6222222222222222,0.6222222222222222,0.7391304347826086,0.5,0.5,0.2608695652173913
250,Equal. Oppor. EO,8,aged,257,0.6848249027237354,0.708171206225681,0.7790055248618785,0.5394736842105263,0.4605263157894737,0.22099447513812154
251,Equal. Oppor. EO,8,young,43,0.6744186046511628,0.6744186046511628,0.7586206896551724,0.5,0.5,0.2413793103448276
278,Equal. Oppor. EO,9,aged,256,1.0,0.71875,1.0,0.0,1.0,0.0
279,Equal. Oppor. EO,9,young,44,1.0,0.5909090909090909,1.0,0.0,1.0,0.0
16,Exp. Grad. DP,0,aged,258,0.7558139534883721,0.7984496124031008,0.8823529411764706,0.5774647887323944,0.4225352112676056,0.11764705882352941
17,Exp. Grad. DP,0,young,42,0.7857142857142857,0.5714285714285714,0.8260869565217391,0.2631578947368421,0.7368421052631579,0.17391304347826086
44,Exp. Grad. DP,1,aged,260,0.7923076923076923,0.7846153846153846,0.907608695652174,0.4868421052631579,0.5131578947368421,0.09239130434782608
45,Exp. Grad. DP,1,young,40,0.825,0.575,0.8076923076923077,0.14285714285714285,0.8571428571428571,0.19230769230769232
72,Exp. Grad. DP,2,aged,253,0.7549407114624506,0.7707509881422925,0.8674033149171271,0.5277777777777778,0.4722222222222222,0.13259668508287292
73,Exp. Grad. DP,2,young,47,0.6595744680851063,0.6595744680851063,0.7586206896551724,0.5,0.5,0.2413793103448276
100,Exp. Grad. DP,3,aged,256,0.7734375,0.7890625,0.8870967741935484,0.5285714285714286,0.4714285714285714,0.11290322580645161
101,Exp. Grad. DP,3,young,44,0.5454545454545454,0.6363636363636364,0.6666666666666666,0.6,0.4,0.3333333333333333
128,Exp. Grad. DP,4,aged,257,0.8015564202334631,0.754863813229572,0.8907103825136612,0.4189189189189189,0.581081081081081,0.1092896174863388
129,Exp. Grad. DP,4,young,43,0.7674418604651163,0.7209302325581395,0.8888888888888888,0.4375,0.5625,0.1111111111111111
156,Exp. Grad. DP,5,aged,257,0.7626459143968871,0.7665369649805448,0.8655913978494624,0.5070422535211268,0.49295774647887325,0.13440860215053763
157,Exp. Grad. DP,5,young,43,0.7906976744186046,0.7209302325581395,0.9583333333333334,0.42105263157894735,0.5789473684210527,0.041666666666666664
184,Exp. Grad. DP,6,aged,250,0.792,0.76,0.8876404494382022,0.4444444444444444,0.5555555555555556,0.11235955056179775
185,Exp. Grad. DP,6,young,50,0.8,0.68,0.875,0.3333333333333333,0.6666666666666666,0.125
212,Exp. Grad. DP,7,aged,255,0.8235294117647058,0.7607843137254902,0.8983957219251337,0.38235294117647056,0.6176470588235294,0.10160427807486631
213,Exp. Grad. DP,7,young,45,0.7333333333333333,0.5555555555555556,0.782608695652174,0.3181818181818182,0.6818181818181818,0.21739130434782608
240,Exp. Grad. DP,8,aged,257,0.8210116731517509,0.7587548638132295,0.9116022099447514,0.39473684210526316,0.6052631578947368,0.08839779005524862
241,Exp. Grad. DP,8,young,43,0.7441860465116279,0.6976744186046512,0.8275862068965517,0.42857142857142855,0.5714285714285714,0.1724137931034483
268,Exp. Grad. DP,9,aged,256,0.78515625,0.76171875,0.8804347826086957,0.4583333333333333,0.5416666666666666,0.11956521739130435
269,Exp. Grad. DP,9,young,44,0.7727272727272727,0.5909090909090909,0.8076923076923077,0.2777777777777778,0.7222222222222222,0.19230769230769232
18,Exp. Grad. EO,0,aged,258,0.7441860465116279,0.8023255813953488,0.8770053475935828,0.6056338028169014,0.39436619718309857,0.12299465240641712
19,Exp. Grad. EO,0,young,42,0.8095238095238095,0.5476190476190477,0.8260869565217391,0.21052631578947367,0.7894736842105263,0.17391304347826086
46,Exp. Grad. EO,1,aged,260,0.7884615384615384,0.7884615384615384,0.907608695652174,0.5,0.5,0.09239130434782608
47,Exp. Grad. EO,1,young,40,0.75,0.6,0.7692307692307693,0.2857142857142857,0.7142857142857143,0.23076923076923078
74,Exp. Grad. EO,2,aged,253,0.7391304347826086,0.7628458498023716,0.850828729281768,0.5416666666666666,0.4583333333333333,0.14917127071823205
75,Exp. Grad. EO,2,young,47,0.5957446808510638,0.6808510638297872,0.7241379310344828,0.6111111111111112,0.3888888888888889,0.27586206896551724
102,Exp. Grad. EO,3,aged,256,0.76171875,0.78515625,0.8763440860215054,0.5428571428571428,0.45714285714285713,0.12365591397849462
103,Exp. Grad. EO,3,young,44,0.5681818181818182,0.6590909090909091,0.7083333333333334,0.6,0.4,0.2916666666666667
130,Exp. Grad. EO,4,aged,257,0.7976653696498055,0.7587548638132295,0.8907103825136612,0.43243243243243246,0.5675675675675675,0.1092896174863388
131,Exp. Grad. EO,4,young,43,0.627906976744186,0.7209302325581395,0.7777777777777778,0.625,0.375,0.2222222222222222
158,Exp. Grad. EO,5,aged,257,0.7587548638132295,0.7626459143968871,0.8602150537634409,0.5070422535211268,0.49295774647887325,0.13978494623655913
159,Exp. Grad. EO,5,young,43,0.7906976744186046,0.7209302325581395,0.9583333333333334,0.42105263157894735,0.5789473684210527,0.041666666666666664
186,Exp. Grad. EO,6,aged,250,0.768,0.752,0.8651685393258427,0.4722222222222222,0.5277777777777778,0.1348314606741573
187,Exp. Grad. EO,6,young,50,0.72,0.64,0.78125,0.3888888888888889,0.6111111111111112,0.21875
214,Exp. Grad. EO,7,aged,255,0.8235294117647058,0.7607843137254902,0.8983957219251337,0.38235294117647056,0.6176470588235294,0.10160427807486631
215,Exp. Grad. EO,7,young,45,0.6888888888888889,0.5111111111111111,0.6956521739130435,0.3181818181818182,0.6818181818181818,0.30434782608695654
242,Exp. Grad. EO,8,aged,257,0.8054474708171206,0.7665369649805448,0.9060773480662984,0.4342105263157895,0.5657894736842105,0.09392265193370165
243,Exp. Grad. EO,8,young,43,0.6744186046511628,0.627906976744186,0.7241379310344828,0.42857142857142855,0.5714285714285714,0.27586206896551724
270,Exp. Grad. EO,9,aged,256,0.7890625,0.7734375,0.8913043478260869,0.4722222222222222,0.5277777777777778,0.10869565217391304
271,Exp. Grad. EO,9,young,44,0.7954545454545454,0.6136363636363636,0.8461538461538461,0.2777777777777778,0.7222222222222222,0.15384615384615385
12,Grid Search DP,0,aged,258,0.748062015503876,0.7984496124031008,0.8770053475935828,0.5915492957746479,0.4084507042253521,0.12299465240641712
13,Grid Search DP,0,young,42,0.8333333333333334,0.5714285714285714,0.8695652173913043,0.21052631578947367,0.7894736842105263,0.13043478260869565
40,Grid Search DP,1,aged,260,0.7923076923076923,0.7769230769230769,0.9021739130434783,0.47368421052631576,0.5263157894736842,0.09782608695652174
41,Grid Search DP,1,young,40,0.85,0.55,0.8076923076923077,0.07142857142857142,0.9285714285714286,0.19230769230769232
68,Grid Search DP,2,aged,253,0.7312252964426877,0.7549407114624506,0.8397790055248618,0.5416666666666666,0.4583333333333333,0.16022099447513813
69,Grid Search DP,2,young,47,0.5531914893617021,0.6382978723404256,0.6551724137931034,0.6111111111111112,0.3888888888888889,0.3448275862068966
96,Grid Search DP,3,aged,256,0.7734375,0.7734375,0.8763440860215054,0.5,0.5,0.12365591397849462
97,Grid Search DP,3,young,44,0.6136363636363636,0.6136363636363636,0.7083333333333334,0.5,0.5,0.2916666666666667
124,Grid Search DP,4,aged,257,0.8171206225680934,0.7626459143968871,0.907103825136612,0.40540540540540543,0.5945945945945946,0.09289617486338798
125,Grid Search DP,4,young,43,0.7441860465116279,0.6976744186046512,0.8518518518518519,0.4375,0.5625,0.14814814814814814
152,Grid Search DP,5,aged,257,0.7587548638132295,0.7470817120622568,0.8494623655913979,0.4788732394366197,0.5211267605633803,0.15053763440860216
153,Grid Search DP,5,young,43,0.7674418604651163,0.6976744186046512,0.9166666666666666,0.42105263157894735,0.5789473684210527,0.08333333333333333
180,Grid Search DP,6,aged,250,0.796,0.756,0.8876404494382022,0.4305555555555556,0.5694444444444444,0.11235955056179775
181,Grid Search DP,6,young,50,0.82,0.7,0.90625,0.3333333333333333,0.6666666666666666,0.09375
208,Grid Search DP,7,aged,255,0.8196078431372549,0.7803921568627451,0.9090909090909091,0.4264705882352941,0.5735294117647058,0.09090909090909091
209,Grid Search DP,7,young,45,0.7333333333333333,0.5555555555555556,0.782608695652174,0.3181818181818182,0.6818181818181818,0.21739130434782608
236,Grid Search DP,8,aged,257,0.8326848249027238,0.754863813229572,0.9171270718232044,0.3684210526315789,0.631578947368421,0.08287292817679558
237,Grid Search DP,8,young,43,0.813953488372093,0.7209302325581395,0.896551724137931,0.35714285714285715,0.6428571428571429,0.10344827586206896
264,Grid Search DP,9,aged,256,0.79296875,0.76171875,0.8858695652173914,0.4444444444444444,0.5555555555555556,0.11413043478260869
265,Grid Search DP,9,young,44,0.7727272727272727,0.5909090909090909,0.8076923076923077,0.2777777777777778,0.7222222222222222,0.19230769230769232
14,Grid Search EO,0,aged,258,0.7596899224806202,0.7945736434108527,0.8823529411764706,0.5633802816901409,0.43661971830985913,0.11764705882352941
15,Grid Search EO,0,young,42,0.7380952380952381,0.5714285714285714,0.782608695652174,0.3157894736842105,0.6842105263157895,0.21739130434782608
42,Grid Search EO,1,aged,260,0.7961538461538461,0.7884615384615384,0.9130434782608695,0.4868421052631579,0.5131578947368421,0.08695652173913043
43,Grid Search EO,1,young,40,0.7,0.55,0.6923076923076923,0.2857142857142857,0.7142857142857143,0.3076923076923077
70,Grid Search EO,2,aged,253,0.7312252964426877,0.7549407114624506,0.8397790055248618,0.5416666666666666,0.4583333333333333,0.16022099447513813
71,Grid Search EO,2,young,47,0.5531914893617021,0.6382978723404256,0.6551724137931034,0.6111111111111112,0.3888888888888889,0.3448275862068966
98,Grid Search EO,3,aged,256,0.76171875,0.79296875,0.8817204301075269,0.5571428571428572,0.44285714285714284,0.11827956989247312
99,Grid Search EO,3,young,44,0.4772727272727273,0.6136363636363636,0.5833333333333334,0.65,0.35,0.4166666666666667
126,Grid Search EO,4,aged,257,0.8015564202334631,0.7626459143968871,0.8961748633879781,0.43243243243243246,0.5675675675675675,0.10382513661202186
127,Grid Search EO,4,young,43,0.5813953488372093,0.6744186046511628,0.7037037037037037,0.625,0.375,0.2962962962962963
154,Grid Search EO,5,aged,257,0.7470817120622568,0.77431906614786,0.8602150537634409,0.5492957746478874,0.4507042253521127,0.13978494623655913
155,Grid Search EO,5,young,43,0.7441860465116279,0.7209302325581395,0.9166666666666666,0.47368421052631576,0.5263157894736842,0.08333333333333333
182,Grid Search EO,6,aged,250,0.772,0.764,0.8764044943820225,0.4861111111111111,0.5138888888888888,0.12359550561797752
183,Grid Search EO,6,young,50,0.64,0.68,0.75,0.5555555555555556,0.4444444444444444,0.25
210,Grid Search EO,7,aged,255,0.8156862745098039,0.792156862745098,0.9144385026737968,0.45588235294117646,0.5441176470588235,0.0855614973262032
211,Grid Search EO,7,young,45,0.7111111111111111,0.5333333333333333,0.7391304347826086,0.3181818181818182,0.6818181818181818,0.2608695652173913
238,Grid Search EO,8,aged,257,0.7976653696498055,0.7587548638132295,0.8950276243093923,0.4342105263157895,0.5657894736842105,0.10497237569060773
239,Grid Search EO,8,young,43,0.627906976744186,0.627906976744186,0.6896551724137931,0.5,0.5,0.3103448275862069
266,Grid Search EO,9,aged,256,0.77734375,0.76171875,0.875,0.4722222222222222,0.5277777777777778,0.125
267,Grid Search EO,9,young,44,0.7727272727272727,0.5909090909090909,0.8076923076923077,0.2777777777777778,0.7222222222222222,0.19230769230769232
2,Massaging,0,aged,258,0.7131782945736435,0.7868217054263565,0.8449197860962567,0.6338028169014085,0.36619718309859156,0.15508021390374332
3,Massaging,0,young,42,0.8571428571428571,0.5952380952380952,0.9130434782608695,0.21052631578947367,0.7894736842105263,0.08695652173913043
30,Massaging,1,aged,260,0.7615384615384615,0.7692307692307693,0.875,0.5131578947368421,0.4868421052631579,0.125
31,Massaging,1,young,40,0.825,0.575,0.8076923076923077,0.14285714285714285,0.8571428571428571,0.19230769230769232
58,Massaging,2,aged,253,0.7035573122529645,0.7509881422924901,0.8176795580110497,0.5833333333333334,0.4166666666666667,0.18232044198895028
59,Massaging,2,young,47,0.6170212765957447,0.7021276595744681,0.7586206896551724,0.6111111111111112,0.3888888888888889,0.2413793103448276
86,Massaging,3,aged,256,0.7265625,0.765625,0.8387096774193549,0.5714285714285714,0.42857142857142855,0.16129032258064516
87,Massaging,3,young,44,0.5681818181818182,0.6136363636363636,0.6666666666666666,0.55,0.45,0.3333333333333333
114,Massaging,4,aged,257,0.7470817120622568,0.754863813229572,0.8524590163934426,0.5135135135135135,0.4864864864864865,0.14754098360655737
115,Massaging,4,young,43,0.7674418604651163,0.6744186046511628,0.8518518518518519,0.375,0.625,0.14814814814814814
