,algorithm,run_id,age,Count,Selection_rate,Accuracy,TPR,TNR,FPR,FNR
100,Equal. Oppor. DP,3,aged,247,0.6194331983805668,0.6720647773279352,0.702247191011236,0.5942028985507246,0.4057971014492754,0.29775280898876405
101,Equal. Oppor. DP,3,young,53,0.5471698113207547,0.5660377358490566,0.59375,0.5238095238095238,0.47619047619047616,0.40625
126,Equal. Oppor. DP,4,aged,254,1.0,0.7244094488188977,1.0,0.0,1.0,0.0
127,Equal. Oppor. DP,4,young,46,1.0,0.5652173913043478,1.0,0.0,1.0,0.0
152,Equal. Oppor. DP,5,aged,259,0.6023166023166023,0.6988416988416989,0.7142857142857143,0.6623376623376623,0.33766233766233766,0.2857142857142857
153,Equal. Oppor. DP,5,young,41,0.6097560975609756,0.5853658536585366,0.6428571428571429,0.46153846153846156,0.5384615384615384,0.35714285714285715
178,Equal. Oppor. DP,6,aged,258,0.6550387596899225,0.7054263565891473,0.7486631016042781,0.5915492957746479,0.4084507042253521,0.25133689839572193
179,Equal. Oppor. DP,6,young,42,0.7142857142857143,0.6428571428571429,0.8260869565217391,0.42105263157894735,0.5789473684210527,0.17391304347826086
204,Equal. Oppor. DP,7,aged,250,1.0,0.724,1.0,0.0,1.0,0.0
205,Equal. Oppor. DP,7,young,50,1.0,0.58,1.0,0.0,1.0,0.0
230,Equal. Oppor. DP,8,aged,262,1.0,0.732824427480916,1.0,0.0,1.0,0.0
231,Equal. Oppor. DP,8,young,38,1.0,0.47368421052631576,1.0,0.0,1.0,0.0
256,Equal. Oppor. DP,9,aged,254,0.6338582677165354,0.7401574803149606,0.768361581920904,0.6753246753246753,0.3246753246753247,0.23163841807909605
257,Equal. Oppor. DP,9,young,46,0.7391304347826086,0.6739130434782609,0.7878787878787878,0.38461538461538464,0.6153846153846154,0.21212121212121213
24,Equal. Oppor. EO,0,aged,250,1.0,0.72,1.0,0.0,1.0,0.0
25,Equal. Oppor. EO,0,young,50,1.0,0.6,1.0,0.0,1.0,0.0
50,Equal. Oppor. EO,1,aged,250,1.0,0.712,1.0,0.0,1.0,0.0
51,Equal. Oppor. EO,1,young,50,1.0,0.64,1.0,0.0,1.0,0.0
76,Equal. Oppor. EO,2,aged,248,1.0,0.7217741935483871,1.0,0.0,1.0,0.0
77,Equal. Oppor. EO,2,young,52,1.0,0.5961538461538461,1.0,0.0,1.0,0.0
102,Equal. Oppor. EO,3,aged,247,1.0,0.7206477732793523,1.0,0.0,1.0,0.0
103,Equal. Oppor. EO,3,young,53,1.0,0.6037735849056604,1.0,0.0,1.0,0.0
128,Equal. Oppor. EO,4,aged,254,1.0,0.7244094488188977,1.0,0.0,1.0,0.0
129,Equal. Oppor. EO,4,young,46,1.0,0.5652173913043478,1.0,0.0,1.0,0.0
154,Equal. Oppor. EO,5,aged,259,1.0,0.7027027027027027,1.0,0.0,1.0,0.0
155,Equal. Oppor. EO,5,young,41,1.0,0.6829268292682927,1.0,0.0,1.0,0.0
180,Equal. Oppor. EO,6,aged,258,1.0,0.7248062015503876,1.0,0.0,1.0,0.0
181,Equal. Oppor. EO,6,young,42,1.0,0.5476190476190477,1.0,0.0,1.0,0.0
206,Equal. Oppor. EO,7,aged,250,1.0,0.724,1.0,0.0,1.0,0.0
207,Equal. Oppor. EO,7,young,50,1.0,0.58,1.0,0.0,1.0,0.0
232,Equal. Oppor. EO,8,aged,262,1.0,0.732824427480916,1.0,0.0,1.0,0.0
233,Equal. Oppor. EO,8,young,38,1.0,0.47368421052631576,1.0,0.0,1.0,0.0
258,Equal. Oppor. EO,9,aged,254,1.0,0.6968503937007874,1.0,0.0,1.0,0.0
259,Equal. Oppor. EO,9,young,46,1.0,0.717391304347826,1.0,0.0,1.0,0.0
16,Exp. Grad. DP,0,aged,250,0.576,0.712,0.7,0.7428571428571429,0.2571428571428571,0.3
17,Exp. Grad. DP,0,young,50,0.62,0.58,0.6666666666666666,0.45,0.55,0.3333333333333333
42,Exp. Grad. DP,1,aged,250,0.604,0.564,0.6179775280898876,0.4305555555555556,0.5694444444444444,0.38202247191011235
43,Exp. Grad. DP,1,young,50,0.46,0.46,0.4375,0.5,0.5,0.5625
68,Exp. Grad. DP,2,aged,248,0.6411290322580645,0.7096774193548387,0.7430167597765364,0.6231884057971014,0.37681159420289856,0.2569832402234637
69,Exp. Grad. DP,2,young,52,0.5576923076923077,0.6923076923076923,0.7096774193548387,0.6666666666666666,0.3333333333333333,0.2903225806451613
94,Exp. Grad. DP,3,aged,247,0.5910931174089069,0.6356275303643725,0.6573033707865169,0.5797101449275363,0.42028985507246375,0.34269662921348315
95,Exp. Grad. DP,3,young,53,0.6226415094339622,0.5283018867924528,0.625,0.38095238095238093,0.6190476190476191,0.375
120,Exp. Grad. DP,4,aged,254,0.6377952755905512,0.5511811023622047,0.6304347826086957,0.34285714285714286,0.6571428571428571,0.3695652173913043
121,Exp. Grad. DP,4,young,46,0.8043478260869565,0.45652173913043476,0.7307692307692307,0.1,0.9,0.2692307692307692
146,Exp. Grad. DP,5,aged,259,0.583011583011583,0.6795366795366795,0.6868131868131868,0.6623376623376623,0.33766233766233766,0.3131868131868132
147,Exp. Grad. DP,5,young,41,0.5365853658536586,0.6097560975609756,0.6071428571428571,0.6153846153846154,0.38461538461538464,0.39285714285714285
172,Exp. Grad. DP,6,aged,258,0.6550387596899225,0.7054263565891473,0.7486631016042781,0.5915492957746479,0.4084507042253521,0.25133689839572193
173,Exp. Grad. DP,6,young,42,0.5238095238095238,0.6428571428571429,0.6521739130434783,0.631578947368421,0.3684210526315789,0.34782608695652173
198,Exp. Grad. DP,7,aged,250,0.568,0.66,0.6574585635359116,0.6666666666666666,0.3333333333333333,0.3425414364640884
