,algorithm,run_id,Race,Count,Selection_rate,Accuracy,TPR,TNR,FPR,FNR
206,Equal. Oppor. EO,7,B,9,0.4444444444444444,1.0,1.0,1.0,0.0,0.0
207,Equal. Oppor. EO,7,O,27,0.7037037037037037,0.7777777777777778,1.0,0.5714285714285714,0.42857142857142855,0.0
232,Equal. Oppor. EO,8,B,4,0.75,0.75,1.0,0.5,0.5,0.0
233,Equal. Oppor. EO,8,O,32,0.59375,0.875,1.0,0.7647058823529411,0.23529411764705882,0.0
258,Equal. Oppor. EO,9,B,10,0.2,0.9,0.6666666666666666,1.0,0.0,0.3333333333333333
259,Equal. Oppor. EO,9,O,26,0.5769230769230769,0.9615384615384616,1.0,0.9166666666666666,0.08333333333333333,0.0
16,Exp. Grad. DP,0,B,5,0.4,0.8,1.0,0.75,0.25,0.0
17,Exp. Grad. DP,0,O,31,0.6451612903225806,0.8709677419354839,1.0,0.7333333333333333,0.26666666666666666,0.0
42,Exp. Grad. DP,1,B,6,0.5,0.8333333333333334,1.0,0.75,0.25,0.0
43,Exp. Grad. DP,1,O,30,0.6,0.9,1.0,0.8,0.2,0.0
68,Exp. Grad. DP,2,B,11,0.6363636363636364,0.6363636363636364,0.8,0.5,0.5,0.2
69,Exp. Grad. DP,2,O,25,0.64,0.84,1.0,0.6923076923076923,0.3076923076923077,0.0
94,Exp. Grad. DP,3,B,10,0.3,0.9,1.0,0.875,0.125,0.0
95,Exp. Grad. DP,3,O,26,0.6538461538461539,0.9230769230769231,1.0,0.8181818181818182,0.18181818181818182,0.0
120,Exp. Grad. DP,4,B,11,0.5454545454545454,0.7272727272727273,1.0,0.625,0.375,0.0
121,Exp. Grad. DP,4,O,25,0.68,0.88,1.0,0.7272727272727273,0.2727272727272727,0.0
146,Exp. Grad. DP,5,B,8,0.75,0.75,1.0,0.5,0.5,0.0
147,Exp. Grad. DP,5,O,28,0.5,0.8214285714285714,0.8461538461538461,0.8,0.2,0.15384615384615385
172,Exp. Grad. DP,6,B,7,0.2857142857142857,1.0,1.0,1.0,0.0,0.0
173,Exp. Grad. DP,6,O,29,0.5172413793103449,1.0,1.0,1.0,0.0,0.0
198,Exp. Grad. DP,7,B,9,0.6666666666666666,0.7777777777777778,1.0,0.6,0.4,0.0
199,Exp. Grad. DP,7,O,27,0.6666666666666666,0.8148148148148148,1.0,0.6428571428571429,0.35714285714285715,0.0
224,Exp. Grad. DP,8,B,4,0.25,0.75,0.5,1.0,0.0,0.5
225,Exp. Grad. DP,8,O,32,0.59375,0.8125,0.9333333333333333,0.7058823529411765,0.29411764705882354,0.06666666666666667
250,Exp. Grad. DP,9,B,10,0.5,0.8,1.0,0.7142857142857143,0.2857142857142857,0.0
251,Exp. Grad. DP,9,O,26,0.5769230769230769,0.9615384615384616,1.0,0.9166666666666666,0.08333333333333333,0.0
18,Exp. Grad. EO,0,B,5,0.2,1.0,1.0,1.0,0.0,0.0
19,Exp. Grad. EO,0,O,31,0.5806451612903226,0.9354838709677419,1.0,0.8666666666666667,0.13333333333333333,0.0
44,Exp. Grad. EO,1,B,6,0.3333333333333333,1.0,1.0,1.0,0.0,0.0
45,Exp. Grad. EO,1,O,30,0.5333333333333333,0.9666666666666667,1.0,0.9333333333333333,0.06666666666666667,0.0
70,Exp. Grad. EO,2,B,11,0.45454545454545453,1.0,1.0,1.0,0.0,0.0
71,Exp. Grad. EO,2,O,25,0.4,0.84,0.75,0.9230769230769231,0.07692307692307693,0.25
96,Exp. Grad. EO,3,B,10,0.2,1.0,1.0,1.0,0.0,0.0
97,Exp. Grad. EO,3,O,26,0.6153846153846154,0.9615384615384616,1.0,0.9090909090909091,0.09090909090909091,0.0
122,Exp. Grad. EO,4,B,11,0.36363636363636365,0.9090909090909091,1.0,0.875,0.125,0.0
123,Exp. Grad. EO,4,O,25,0.48,0.92,0.8571428571428571,1.0,0.0,0.14285714285714285
148,Exp. Grad. EO,5,B,8,0.5,1.0,1.0,1.0,0.0,0.0
149,Exp. Grad. EO,5,O,28,0.5357142857142857,0.9285714285714286,1.0,0.8666666666666667,0.13333333333333333,0.0
174,Exp. Grad. EO,6,B,7,0.2857142857142857,1.0,1.0,1.0,0.0,0.0
175,Exp. Grad. EO,6,O,29,0.41379310344827586,0.896551724137931,0.8,1.0,0.0,0.2
200,Exp. Grad. EO,7,B,9,0.4444444444444444,1.0,1.0,1.0,0.0,0.0
201,Exp. Grad. EO,7,O,27,0.6296296296296297,0.7777777777777778,0.9230769230769231,0.6428571428571429,0.35714285714285715,0.07692307692307693
226,Exp. Grad. EO,8,B,4,0.5,1.0,1.0,1.0,0.0,0.0
227,Exp. Grad. EO,8,O,32,0.5625,0.84375,0.9333333333333333,0.7647058823529411,0.23529411764705882,0.06666666666666667
252,Exp. Grad. EO,9,B,10,0.3,1.0,1.0,1.0,0.0,0.0
253,Exp. Grad. EO,9,O,26,0.5384615384615384,1.0,1.0,1.0,0.0,0.0
12,Grid Search DP,0,B,5,0.2,1.0,1.0,1.0,0.0,0.0
13,Grid Search DP,0,O,31,0.6129032258064516,0.9032258064516129,1.0,0.8,0.2,0.0
38,Grid Search DP,1,B,6,0.3333333333333333,1.0,1.0,1.0,0.0,0.0
39,Grid Search DP,1,O,30,0.6,0.9,1.0,0.8,0.2,0.0
64,Grid Search DP,2,B,11,0.45454545454545453,1.0,1.0,1.0,0.0,0.0
65,Grid Search DP,2,O,25,0.48,0.92,0.9166666666666666,0.9230769230769231,0.07692307692307693,0.08333333333333333
90,Grid Search DP,3,B,10,0.4,0.8,1.0,0.75,0.25,0.0
91,Grid Search DP,3,O,26,0.6538461538461539,0.9230769230769231,1.0,0.8181818181818182,0.18181818181818182,0.0
116,Grid Search DP,4,B,11,0.2727272727272727,1.0,1.0,1.0,0.0,0.0
117,Grid Search DP,4,O,25,0.52,0.96,0.9285714285714286,1.0,0.0,0.07142857142857142
142,Grid Search DP,5,B,8,0.5,1.0,1.0,1.0,0.0,0.0
143,Grid Search DP,5,O,28,0.6071428571428571,0.8571428571428571,1.0,0.7333333333333333,0.26666666666666666,0.0
168,Grid Search DP,6,B,7,0.2857142857142857,1.0,1.0,1.0,0.0,0.0
169,Grid Search DP,6,O,29,0.5172413793103449,1.0,1.0,1.0,0.0,0.0
194,Grid Search DP,7,B,9,0.5555555555555556,0.8888888888888888,1.0,0.8,0.2,0.0
195,Grid Search DP,7,O,27,0.7407407407407407,0.7407407407407407,1.0,0.5,0.5,0.0
220,Grid Search DP,8,B,4,0.5,1.0,1.0,1.0,0.0,0.0
221,Grid Search DP,8,O,32,0.625,0.84375,1.0,0.7058823529411765,0.29411764705882354,0.0
246,Grid Search DP,9,B,10,0.4,0.9,1.0,0.8571428571428571,0.14285714285714285,0.0
247,Grid Search DP,9,O,26,0.6153846153846154,0.9230769230769231,1.0,0.8333333333333334,0.16666666666666666,0.0
14,Grid Search EO,0,B,5,0.4,0.8,1.0,0.75,0.25,0.0
15,Grid Search EO,0,O,31,0.6129032258064516,0.9032258064516129,1.0,0.8,0.2,0.0
40,Grid Search EO,1,B,6,0.3333333333333333,1.0,1.0,1.0,0.0,0.0
41,Grid Search EO,1,O,30,0.4,0.9,0.8,1.0,0.0,0.2
66,Grid Search EO,2,B,11,0.45454545454545453,1.0,1.0,1.0,0.0,0.0
67,Grid Search EO,2,O,25,0.44,0.88,0.8333333333333334,0.9230769230769231,0.07692307692307693,0.16666666666666666
92,Grid Search EO,3,B,10,0.2,1.0,1.0,1.0,0.0,0.0
93,Grid Search EO,3,O,26,0.5769230769230769,0.9230769230769231,0.9333333333333333,0.9090909090909091,0.09090909090909091,0.06666666666666667
118,Grid Search EO,4,B,11,0.18181818181818182,0.9090909090909091,0.6666666666666666,1.0,0.0,0.3333333333333333
119,Grid Search EO,4,O,25,0.24,0.68,0.42857142857142855,1.0,0.0,0.5714285714285714
144,Grid Search EO,5,B,8,0.5,1.0,1.0,1.0,0.0,0.0
145,Grid Search EO,5,O,28,0.42857142857142855,0.9642857142857143,0.9230769230769231,1.0,0.0,0.07692307692307693
170,Grid Search EO,6,B,7,0.2857142857142857,1.0,1.0,1.0,0.0,0.0
171,Grid Search EO,6,O,29,0.3793103448275862,0.8620689655172413,0.7333333333333333,1.0,0.0,0.26666666666666666
196,Grid Search EO,7,B,9,0.4444444444444444,1.0,1.0,1.0,0.0,0.0
197,Grid Search EO,7,O,27,0.6296296296296297,0.7777777777777778,0.9230769230769231,0.6428571428571429,0.35714285714285715,0.07692307692307693
222,Grid Search EO,8,B,4,0.5,1.0,1.0,1.0,0.0,0.0
223,Grid Search EO,8,O,32,0.59375,0.875,1.0,0.7647058823529411,0.23529411764705882,0.0
248,Grid Search EO,9,B,10,0.3,1.0,1.0,1.0,0.0,0.0
249,Grid Search EO,9,O,26,0.5769230769230769,0.9615384615384616,1.0,0.9166666666666666,0.08333333333333333,0.0
2,Massaging,0,B,5,0.2,1.0,1.0,1.0,0.0,0.0
3,Massaging,0,O,31,0.5806451612903226,0.8709677419354839,0.9375,0.8,0.2,0.0625
28,Massaging,1,B,6,0.3333333333333333,1.0,1.0,1.0,0.0,0.0
29,Massaging,1,O,30,0.6,0.9,1.0,0.8,0.2,0.0
54,Massaging,2,B,11,0.45454545454545453,1.0,1.0,1.0,0.0,0.0
55,Massaging,2,O,25,0.44,0.88,0.8333333333333334,0.9230769230769231,0.07692307692307693,0.16666666666666666
80,Massaging,3,B,10,0.2,1.0,1.0,1.0,0.0,0.0
81,Massaging,3,O,26,0.6153846153846154,0.9615384615384616,1.0,0.9090909090909091,0.09090909090909091,0.0
106,Massaging,4,B,11,0.2727272727272727,1.0,1.0,1.0,0.0,0.0
107,Massaging,4,O,25,0.48,0.92,0.8571428571428571,1.0,0.0,0.14285714285714285
132,Massaging,5,B,8,0.5,1.0,1.0,1.0,0.0,0.0
133,Massaging,5,O,28,0.5714285714285714,0.8928571428571429,1.0,0.8,0.2,0.0
158,Massaging,6,B,7,0.2857142857142857,1.0,1.0,1.0,0.0,0.0
159,Massaging,6,O,29,0.4827586206896552,0.896551724137931,0.8666666666666667,0.9285714285714286,0.07142857142857142,0.13333333333333333
184,Massaging,7,B,9,0.4444444444444444,1.0,1.0,1.0,0.0,0.0
185,Massaging,7,O,27,0.6296296296296297,0.7777777777777778,0.9230769230769231,0.6428571428571429,0.35714285714285715,0.07692307692307693
210,Massaging,8,B,4,0.5,1.0,1.0,1.0,0.0,0.0
211,Massaging,8,O,32,0.59375,0.875,1.0,0.7647058823529411,0.23529411764705882,0.0
236,Massaging,9,B,10,0.3,1.0,1.0,1.0,0.0,0.0
237,Massaging,9,O,26,0.5384615384615384,0.9230769230769231,0.9285714285714286,0.9166666666666666,0.08333333333333333,0.07142857142857142
4,Pref. Sampling,0,B,5,0.2,1.0,1.0,1.0,0.0,0.0
5,Pref. Sampling,0,O,31,0.5161290322580645,0.9354838709677419,0.9375,0.9333333333333333,0.06666666666666667,0.0625
30,Pref. Sampling,1,B,6,0.3333333333333333,1.0,1.0,1.0,0.0,0.0
31,Pref. Sampling,1,O,30,0.5,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.06666666666666667,0.06666666666666667
56,Pref. Sampling,2,B,11,0.45454545454545453,1.0,1.0,1.0,0.0,0.0
57,Pref. Sampling,2,O,25,0.36,0.8,0.6666666666666666,0.9230769230769231,0.07692307692307693,0.3333333333333333
82,Pref. Sampling,3,B,10,0.2,1.0,1.0,1.0,0.0,0.0
83,Pref. Sampling,3,O,26,0.46153846153846156,0.8846153846153846,0.8,1.0,0.0,0.2
108,Pref. Sampling,4,B,11,0.2727272727272727,1.0,1.0,1.0,0.0,0.0
109,Pref. Sampling,4,O,25,0.36,0.8,0.6428571428571429,1.0,0.0,0.35714285714285715
134,Pref. Sampling,5,B,8,0.5,1.0,1.0,1.0,0.0,0.0
135,Pref. Sampling,5,O,28,0.4642857142857143,0.8571428571428571,0.8461538461538461,0.8666666666666667,0.13333333333333333,0.15384615384615385
160,Pref. Sampling,6,B,7,0.2857142857142857,1.0,1.0,1.0,0.0,0.0
161,Pref. Sampling,6,O,29,0.3448275862068966,0.8275862068965517,0.6666666666666666,1.0,0.0,0.3333333333333333
186,Pref. Sampling,7,B,9,0.4444444444444444,1.0,1.0,1.0,0.0,0.0
187,Pref. Sampling,7,O,27,0.5185185185185185,0.8888888888888888,0.9230769230769231,0.8571428571428571,0.14285714285714285,0.07692307692307693
212,Pref. Sampling,8,B,4,0.5,1.0,1.0,1.0,0.0,0.0
213,Pref. Sampling,8,O,32,0.5,0.90625,0.9333333333333333,0.8823529411764706,0.11764705882352941,0.06666666666666667
238,Pref. Sampling,9,B,10,0.3,1.0,1.0,1.0,0.0,0.0
239,Pref. Sampling,9,O,26,0.46153846153846156,0.9230769230769231,0.8571428571428571,1.0,0.0,0.14285714285714285
6,Reweighing,0,B,5,0.2,1.0,1.0,1.0,0.0,0.0
7,Reweighing,0,O,31,0.5806451612903226,0.9354838709677419,1.0,0.8666666666666667,0.13333333333333333,0.0
32,Reweighing,1,B,6,0.3333333333333333,1.0,1.0,1.0,0.0,0.0
33,Reweighing,1,O,30,0.5333333333333333,0.9666666666666667,1.0,0.9333333333333333,0.06666666666666667,0.0
58,Reweighing,2,B,11,0.45454545454545453,1.0,1.0,1.0,0.0,0.0
59,Reweighing,2,O,25,0.44,0.88,0.8333333333333334,0.9230769230769231,0.07692307692307693,0.16666666666666666
84,Reweighing,3,B,10,0.2,1.0,1.0,1.0,0.0,0.0
85,Reweighing,3,O,26,0.6153846153846154,0.9615384615384616,1.0,0.9090909090909091,0.09090909090909091,0.0
110,Reweighing,4,B,11,0.2727272727272727,1.0,1.0,1.0,0.0,0.0
111,Reweighing,4,O,25,0.52,0.96,0.9285714285714286,1.0,0.0,0.07142857142857142
136,Reweighing,5,B,8,0.5,1.0,1.0,1.0,0.0,0.0
137,Reweighing,5,O,28,0.6071428571428571,0.8571428571428571,1.0,0.7333333333333333,0.26666666666666666,0.0
162,Reweighing,6,B,7,0.2857142857142857,1.0,1.0,1.0,0.0,0.0
163,Reweighing,6,O,29,0.5172413793103449,0.9310344827586207,0.9333333333333333,0.9285714285714286,0.07142857142857142,0.06666666666666667
188,Reweighing,7,B,9,0.4444444444444444,1.0,1.0,1.0,0.0,0.0
189,Reweighing,7,O,27,0.6666666666666666,0.7407407407407407,0.9230769230769231,0.5714285714285714,0.42857142857142855,0.07692307692307693
214,Reweighing,8,B,4,0.5,1.0,1.0,1.0,0.0,0.0
215,Reweighing,8,O,32,0.59375,0.875,1.0,0.7647058823529411,0.23529411764705882,0.0
240,Reweighing,9,B,10,0.3,1.0,1.0,1.0,0.0,0.0
241,Reweighing,9,O,26,0.5769230769230769,0.9615384615384616,1.0,0.9166666666666666,0.08333333333333333,0.0
0,Unmitigated-NB,0,B,5,0.2,1.0,1.0,1.0,0.0,0.0
1,Unmitigated-NB,0,O,31,0.6129032258064516,0.9032258064516129,1.0,0.8,0.2,0.0
26,Unmitigated-NB,1,B,6,0.3333333333333333,1.0,1.0,1.0,0.0,0.0
27,Unmitigated-NB,1,O,30,0.6333333333333333,0.8666666666666667,1.0,0.7333333333333333,0.26666666666666666,0.0
52,Unmitigated-NB,2,B,11,0.2727272727272727,0.8181818181818182,0.6,1.0,0.0,0.4
53,Unmitigated-NB,2,O,25,0.48,0.92,0.9166666666666666,0.9230769230769231,0.07692307692307693,0.08333333333333333
78,Unmitigated-NB,3,B,10,0.2,1.0,1.0,1.0,0.0,0.0
79,Unmitigated-NB,3,O,26,0.6153846153846154,0.9615384615384616,1.0,0.9090909090909091,0.09090909090909091,0.0
104,Unmitigated-NB,4,B,11,0.2727272727272727,1.0,1.0,1.0,0.0,0.0
105,Unmitigated-NB,4,O,25,0.56,1.0,1.0,1.0,0.0,0.0
130,Unmitigated-NB,5,B,8,0.5,1.0,1.0,1.0,0.0,0.0
131,Unmitigated-NB,5,O,28,0.6428571428571429,0.8214285714285714,1.0,0.6666666666666666,0.3333333333333333,0.0
156,Unmitigated-NB,6,B,7,0.2857142857142857,1.0,1.0,1.0,0.0,0.0
157,Unmitigated-NB,6,O,29,0.5172413793103449,0.9310344827586207,0.9333333333333333,0.9285714285714286,0.07142857142857142,0.06666666666666667
182,Unmitigated-NB,7,B,9,0.4444444444444444,1.0,1.0,1.0,0.0,0.0
183,Unmitigated-NB,7,O,27,0.7037037037037037,0.7777777777777778,1.0,0.5714285714285714,0.42857142857142855,0.0
208,Unmitigated-NB,8,B,4,0.5,1.0,1.0,1.0,0.0,0.0
209,Unmitigated-NB,8,O,32,0.59375,0.875,1.0,0.7647058823529411,0.23529411764705882,0.0
234,Unmitigated-NB,9,B,10,0.2,0.9,0.6666666666666666,1.0,0.0,0.3333333333333333
235,Unmitigated-NB,9,O,26,0.5769230769230769,0.9615384615384616,1.0,0.9166666666666666,0.08333333333333333,0.0
