,algorithm,run_id,Race,Count,Selection_rate,Accuracy,TPR,TNR,FPR,FNR
8,Corr. Remover,0,African-American,946,0.879492600422833,0.5687103594080338,0.9156862745098039,0.1628440366972477,0.8371559633027523,0.08431372549019608
9,Corr. Remover,0,Other,905,0.8154696132596685,0.47513812154696133,0.8948948948948949,0.23076923076923078,0.7692307692307693,0.10510510510510511
34,Corr. Remover,1,African-American,946,0.879492600422833,0.5687103594080338,0.9156862745098039,0.1628440366972477,0.8371559633027523,0.08431372549019608
35,Corr. Remover,1,Other,905,0.8154696132596685,0.47513812154696133,0.8948948948948949,0.23076923076923078,0.7692307692307693,0.10510510510510511
60,Corr. Remover,2,African-American,946,0.879492600422833,0.5687103594080338,0.9156862745098039,0.1628440366972477,0.8371559633027523,0.08431372549019608
61,Corr. Remover,2,Other,905,0.8154696132596685,0.47513812154696133,0.8948948948948949,0.23076923076923078,0.7692307692307693,0.10510510510510511
86,Corr. Remover,3,African-American,946,0.879492600422833,0.5687103594080338,0.9156862745098039,0.1628440366972477,0.8371559633027523,0.08431372549019608
87,Corr. Remover,3,Other,905,0.8154696132596685,0.47513812154696133,0.8948948948948949,0.23076923076923078,0.7692307692307693,0.10510510510510511
112,Corr. Remover,4,African-American,946,0.879492600422833,0.5687103594080338,0.9156862745098039,0.1628440366972477,0.8371559633027523,0.08431372549019608
113,Corr. Remover,4,Other,905,0.8154696132596685,0.47513812154696133,0.8948948948948949,0.23076923076923078,0.7692307692307693,0.10510510510510511
138,Corr. Remover,5,African-American,946,0.879492600422833,0.5687103594080338,0.9156862745098039,0.1628440366972477,0.8371559633027523,0.08431372549019608
139,Corr. Remover,5,Other,905,0.8154696132596685,0.47513812154696133,0.8948948948948949,0.23076923076923078,0.7692307692307693,0.10510510510510511
164,Corr. Remover,6,African-American,946,0.879492600422833,0.5687103594080338,0.9156862745098039,0.1628440366972477,0.8371559633027523,0.08431372549019608
165,Corr. Remover,6,Other,905,0.8154696132596685,0.47513812154696133,0.8948948948948949,0.23076923076923078,0.7692307692307693,0.10510510510510511
190,Corr. Remover,7,African-American,946,0.879492600422833,0.5687103594080338,0.9156862745098039,0.1628440366972477,0.8371559633027523,0.08431372549019608
191,Corr. Remover,7,Other,905,0.8154696132596685,0.47513812154696133,0.8948948948948949,0.23076923076923078,0.7692307692307693,0.10510510510510511
216,Corr. Remover,8,African-American,946,0.879492600422833,0.5687103594080338,0.9156862745098039,0.1628440366972477,0.8371559633027523,0.08431372549019608
