,algorithm,run_id,sex,Count,Selection_rate,Accuracy,TPR,TNR,FPR,FNR
124,DI Score,4,Female,3232,0.24597772277227722,0.7991955445544554,0.7109826589595376,0.8097713097713097,0.19022869022869024,0.28901734104046245
125,DI Score,4,Male,6537,0.29157105705981334,0.7766559583906991,0.6119477911646586,0.8488448844884489,0.15115511551155114,0.38805220883534136
150,DI Score,5,Female,3232,0.24597772277227722,0.7985767326732673,0.708092485549133,0.8094248094248094,0.19057519057519057,0.29190751445086704
151,DI Score,5,Male,6537,0.29172403243077866,0.7755851307939422,0.6104417670682731,0.847964796479648,0.15203520352035205,0.3895582329317269
176,DI Score,6,Female,3232,0.24721534653465346,0.7979579207920792,0.7109826589595376,0.8083853083853084,0.1916146916146916,0.28901734104046245
177,DI Score,6,Male,6537,0.2912651063178828,0.7766559583906991,0.6114457831325302,0.849064906490649,0.15093509350935094,0.3885542168674699
202,DI Score,7,Female,3232,0.24721534653465346,0.7979579207920792,0.7109826589595376,0.8083853083853084,0.1916146916146916,0.28901734104046245
203,DI Score,7,Male,6537,0.2912651063178828,0.7766559583906991,0.6114457831325302,0.849064906490649,0.15093509350935094,0.3885542168674699
228,DI Score,8,Female,3232,0.24721534653465346,0.7979579207920792,0.7109826589595376,0.8083853083853084,0.1916146916146916,0.28901734104046245
229,DI Score,8,Male,6537,0.2912651063178828,0.7766559583906991,0.6114457831325302,0.849064906490649,0.15093509350935094,0.3885542168674699
254,DI Score,9,Female,3232,0.24721534653465346,0.7979579207920792,0.7109826589595376,0.8083853083853084,0.1916146916146916,0.28901734104046245
255,DI Score,9,Male,6537,0.2912651063178828,0.7766559583906991,0.6114457831325302,0.849064906490649,0.15093509350935094,0.3885542168674699
22,Equal. Oppor. DP,0,Female,3232,0.0,0.8929455445544554,0.0,1.0,0.0,1.0
23,Equal. Oppor. DP,0,Male,6537,0.0,0.695273061037173,0.0,1.0,0.0,1.0
48,Equal. Oppor. DP,1,Female,3232,0.0,0.8929455445544554,0.0,1.0,0.0,1.0
49,Equal. Oppor. DP,1,Male,6537,0.0,0.695273061037173,0.0,1.0,0.0,1.0
74,Equal. Oppor. DP,2,Female,3232,0.0,0.8929455445544554,0.0,1.0,0.0,1.0
75,Equal. Oppor. DP,2,Male,6537,0.0,0.695273061037173,0.0,1.0,0.0,1.0
100,Equal. Oppor. DP,3,Female,3232,0.0,0.8929455445544554,0.0,1.0,0.0,1.0
101,Equal. Oppor. DP,3,Male,6537,0.0,0.695273061037173,0.0,1.0,0.0,1.0
126,Equal. Oppor. DP,4,Female,3232,0.0,0.8929455445544554,0.0,1.0,0.0,1.0
127,Equal. Oppor. DP,4,Male,6537,0.0,0.695273061037173,0.0,1.0,0.0,1.0
152,Equal. Oppor. DP,5,Female,3232,0.0,0.8929455445544554,0.0,1.0,0.0,1.0
153,Equal. Oppor. DP,5,Male,6537,0.0,0.695273061037173,0.0,1.0,0.0,1.0
178,Equal. Oppor. DP,6,Female,3232,0.0,0.8929455445544554,0.0,1.0,0.0,1.0
179,Equal. Oppor. DP,6,Male,6537,0.0,0.695273061037173,0.0,1.0,0.0,1.0
204,Equal. Oppor. DP,7,Female,3232,0.0,0.8929455445544554,0.0,1.0,0.0,1.0
205,Equal. Oppor. DP,7,Male,6537,0.0,0.695273061037173,0.0,1.0,0.0,1.0
230,Equal. Oppor. DP,8,Female,3232,0.0,0.8929455445544554,0.0,1.0,0.0,1.0
231,Equal. Oppor. DP,8,Male,6537,0.0,0.695273061037173,0.0,1.0,0.0,1.0
256,Equal. Oppor. DP,9,Female,3232,0.0,0.8929455445544554,0.0,1.0,0.0,1.0
257,Equal. Oppor. DP,9,Male,6537,0.0,0.695273061037173,0.0,1.0,0.0,1.0
24,Equal. Oppor. EO,0,Female,3232,0.0,0.8929455445544554,0.0,1.0,0.0,1.0
25,Equal. Oppor. EO,0,Male,6537,0.0,0.695273061037173,0.0,1.0,0.0,1.0
50,Equal. Oppor. EO,1,Female,3232,0.0,0.8929455445544554,0.0,1.0,0.0,1.0
51,Equal. Oppor. EO,1,Male,6537,0.0,0.695273061037173,0.0,1.0,0.0,1.0
76,Equal. Oppor. EO,2,Female,3232,0.0,0.8929455445544554,0.0,1.0,0.0,1.0
77,Equal. Oppor. EO,2,Male,6537,0.0,0.695273061037173,0.0,1.0,0.0,1.0
102,Equal. Oppor. EO,3,Female,3232,0.0,0.8929455445544554,0.0,1.0,0.0,1.0
103,Equal. Oppor. EO,3,Male,6537,0.0,0.695273061037173,0.0,1.0,0.0,1.0
128,Equal. Oppor. EO,4,Female,3232,0.0,0.8929455445544554,0.0,1.0,0.0,1.0
129,Equal. Oppor. EO,4,Male,6537,0.0,0.695273061037173,0.0,1.0,0.0,1.0
154,Equal. Oppor. EO,5,Female,3232,0.0,0.8929455445544554,0.0,1.0,0.0,1.0
155,Equal. Oppor. EO,5,Male,6537,0.0,0.695273061037173,0.0,1.0,0.0,1.0
180,Equal. Oppor. EO,6,Female,3232,0.0,0.8929455445544554,0.0,1.0,0.0,1.0
181,Equal. Oppor. EO,6,Male,6537,0.0,0.695273061037173,0.0,1.0,0.0,1.0
206,Equal. Oppor. EO,7,Female,3232,0.0,0.8929455445544554,0.0,1.0,0.0,1.0
207,Equal. Oppor. EO,7,Male,6537,0.0,0.695273061037173,0.0,1.0,0.0,1.0
232,Equal. Oppor. EO,8,Female,3232,0.0,0.8929455445544554,0.0,1.0,0.0,1.0
233,Equal. Oppor. EO,8,Male,6537,0.0,0.695273061037173,0.0,1.0,0.0,1.0
258,Equal. Oppor. EO,9,Female,3232,0.0,0.8929455445544554,0.0,1.0,0.0,1.0
259,Equal. Oppor. EO,9,Male,6537,0.0,0.695273061037173,0.0,1.0,0.0,1.0
16,Exp. Grad. DP,0,Female,3232,0.7373143564356436,0.33941831683168316,0.8583815028901735,0.2772002772002772,0.7227997227997228,0.1416184971098266
